20090215, 0.1
20090216, 0.4
20090219, 0.3
20090226, 0.3
20090304, 0.4
20090305, 38.5
20090306, 11.6
20090307, 0.2
20090308, 0.1
20090309, 0.4
20090321, 0.1
20090324, 27.1
20090325, 27.9
20090327, 10.4
20090328, 0.6
20090329, 2.6
20090406, 8.1
20090407, 0.6
20090413, 5
20090415, 4.3
20090416, 2.9
20090418, 34.1
20090419, 4.5
20090421, 1.5
20090423, 0.2
20090425, 43
20090426, 4.5
20090504, 0.3
20090516, 0.1
20090517, 0.2
20090521, 1.4
20090522, 2.3
20090523, 62.3
20090524, 61.2
20090525, 29.8
20090526, 20.2
20090527, 39.2
20090528, 11.5
20090529, 5.5
20090603, 10.4
20090604, 36.8
20090608, 11.2
20090609, 16.5
20090611, 49.2
20090612, 7.9
20090614, 24
20090619, 5.7
20090622, 15.7
20090623, 12.5
20090624, 8.5
20090625, 6.6
20090626, 17.7
20090627, 46.9
20090628, 48.7
20090630, 0.1
20090703, 0.5
20090704, 17.4
20090705, 49.6
20090706, 31.2
20090707, 20.1
20090711, 8.1
20090715, 4.8
20090716, 0.8
20090717, 0.4
20090718, 11.7
20090719, 124.6
20090720, 8.1
20090721, 0.6
20090723, 7.6
20090724, 2.6
20090726, 24.1
20090727, 33.6
20090728, 10.2
20090729, 2.4
20090730, 14
20090731, 8.7
20090803, 21.4
20090804, 21.3
20090805, 92.5
20090806, 8.3
20090810, 21.8
20090811, 32.2
20090812, 3.1
20090813, 70.7
20090814, 44.9
20090818, 12.7
20090819, 0.3
20090830, 2.4
20090831, 0.5
20090909, 37.1
20090910, 0.9
20090911, 11.8
20090912, 5.7
20090913, 23.4
20090914, 38.8
20090915, 190.3
20090921, 9.5
20090922, 1.3
20090926, 0.3
20090928, 52.7
20090929, 31
20090930, 63
20091007, 25.4
20091011, 5.1
20091012, 1.5
20091014, 9.5
20091019, 2
20091020, 0.9
20091112, 5.2
20091113, 0.2
20091115, 20.2
20091116, 34.8
20091207, 5.5
20091208, 14.1
20091209, 0.4
20091215, 9.6
20091216, 3.8
20091227, 3.1
20091228, 5.7
20091229, 3.5
20091230, 2.5
20091231, 1
20100102, 5.2
20100103, 3.5
20100106, 1.2
20100107, 0.5
20100108, 0.9
20100111, 12.5
20100204, 0.4
20100207, 94.1
20100208, 7.1
20100213, 1.7
20100214, 2.3
20100215, 0.6
20100216, 0.6
20100217, 1
20100218, 0.8
20100219, 3.7
20100225, 0.4
20100226, 0.3
20100304, 0.1
20100307, 4.9
20100308, 0.5
20100309, 2.7
20100312, 0.4
20100402, 2
20100407, 1.8
20100408, 9.6
20100410, 1.7
20100413, 0.9
20100414, 0.3
20100415, 8.2
20100417, 2
20100420, 1.1
20100422, 6.8
20100426, 0.2
20100429, 40.6
20100430, 0.6
20100506, 0.2
20100507, 29.1
20100509, 3.9
20100510, 27.6
20100511, 0.3
20100513, 0.7
20100515, 11.9
20100516, 0.8
20100519, 55.7
20100520, 8.1
20100523, 10.1
20100529, 22.6
20100530, 5.3
20100531, 0.3
20100602, 29.3
20100603, 1
20100605, 8.2
20100609, 16.7
20100610, 58.4
20100613, 29
20100614, 6.4
20100615, 0.1
20100616, 3.8
20100620, 1.9
20100621, 1.4
20100622, 4.6
20100623, 41
20100624, 39
20100625, 2.9
20100626, 127.6
20100627, 44.2
20100628, 43.2
20100629, 0.1
20100708, 0.4
20100709, 1.7
20100710, 3.9
20100711, 1.8
20100715, 8.4
20100716, 17.8
20100717, 40
20100718, 1.1
20100721, 29.6
20100722, 182.4
20100723, 14.6
20100724, 1.1
20100727, 33.6
20100728, 122.5
20100729, 4.6
20100730, 5.1
20100731, 0.8
20100802, 1.1
20100805, 41.6
20100806, 1.6
20100807, 39.1
20100808, 18
20100809, 0.2
20100811, 22.2
20100812, 3
20100813, 3.8
20100814, 8.7
20100815, 13.5
20100816, 5.1
20100817, 3.2
20100819, 56.4
20100822, 9.1
20100823, 23.7
20100824, 42.6
20100825, 5.2
20100828, 30.1
20100902, 16.2
20100903, 47.4
20100904, 3.5
20100905, 4.9
20100908, 27.6
20100909, 22.5
20100910, 58.8
20100911, 51.8
20100912, 95.9
20100913, 0.1
20100914, 1.7
20100915, 1.7
20100920, 67
20100921, 178.8
20100922, 0.8
20100930, 4.4
20101006, 0.9
20101009, 1.4
20101010, 10.2
20101011, 3.7
20101015, 3.9
20101016, 0.2
20101022, 0.2
20101104, 3.2
20101105, 24.3
20101106, 14.7
20101215, 12.9
20101216, 5.3
20101226, 0.2
20110104, 1.2
20110112, 4.2
20110213, 17
20110214, 0.6
20110215, 3.2
20110219, 2
20110220, 0.9
20110303, 0.1
20110306, 0.1
20110307, 0.5
20110308, 2.3
20110309, 2.4
20110310, 0.1
20110317, 0.7
20110318, 2.2
20110319, 11.1
20110327, 0.8
20110330, 0.2
20110417, 26.7
20110422, 0.2
20110423, 2.3
20110428, 0.4
20110429, 6.3
20110430, 0.1
20110504, 0.7
20110512, 0.2
20110513, 33.5
20110514, 14.5
20110515, 2.9
20110516, 7.5
20110517, 0.3
20110521, 42.8
20110522, 69.8
20110523, 9.3
20110524, 4.9
20110525, 0.3
20110609, 2.8
20110611, 11.6
20110612, 28.4
20110613, 5.9
20110614, 2.4
20110615, 2.4
20110616, 75.2
20110617, 77.5
20110621, 8.3
20110622, 41.4
20110624, 0.6
20110628, 106.6
20110629, 76.5
20110711, 33.2
20110712, 10.9
20110713, 21.8
20110714, 12.4
20110715, 34.9
20110716, 60.5
20110718, 4.3
20110719, 5.6
20110720, 15.2
20110722, 4.2
20110729, 12.4
20110808, 22.1
20110809, 9.9
20110810, 60.5
20110811, 17.9
20110816, 8.5
20110817, 10.1
20110820, 3.7
20110822, 1.4
20110824, 3.9
20110825, 13.7
20110827, 5.2
20110829, 0.2
20110901, 0.1
20110903, 22.6
20110904, 1.8
20110907, 0.2
20110910, 2.6
20110911, 20.4
20110912, 0.6
20110913, 2.7
20110914, 2.7
20110915, 10.9
20110916, 1
20110917, 0.2
20110918, 0.5
20110919, 16.1
20110923, 0.3
20110925, 4.2
20110926, 0.2
20110928, 2.5
20110929, 30.8
20110930, 2.7
20111001, 12.7
20111002, 3.3
20111003, 1.6
20111005, 0.1
20111006, 0.1
20111010, 5.3
20111011, 6.9
20111012, 105.8
20111013, 30.7
20111014, 3.8
20111025, 0.5
20111026, 0.1
20111027, 1.5
20111108, 13.9
20111109, 44.2
20111110, 0.2
20111117, 18.1
20111118, 8.6
20111119, 1.1
20111205, 1.2
20111206, 1.2
20111231, 0.4
20120105, 0.8
20120106, 0.5
20120111, 0.4
20120112, 0.9
20120113, 2.3
20120114, 0.6
20120115, 19.1
20120116, 8.7
20120123, 1.3
20120125, 2.2
20120126, 0.8
20120205, 0.1
20120206, 0.4
20120207, 3.1
20120214, 0.3
20120221, 1.7
20120222, 1.3
20120223, 2.9
20120224, 0.5
20120229, 0.5
20120303, 0.2
20120304, 0.5
20120306, 0.3
20120308, 3.3
20120309, 0.2
20120311, 8.4
20120312, 6.6
20120313, 1.7
20120315, 0.6
20120316, 0.2
20120324, 0.1
20120405, 48.5
20120406, 10.9
20120408, 0.3
20120409, 28.9
20120416, 11.8
20120417, 16.6
20120419, 28.2
20120420, 66.2
20120423, 0.3
20120425, 4.8
20120427, 34.5
20120428, 22.2
20120430, 0.5
20120502, 0.4
20120504, 35.7
20120505, 3.4
20120510, 6.1
20120511, 1.4
20120512, 0.1
20120513, 4.6
20120514, 1.9
20120515, 22.1
20120516, 14.4
20120517, 2
20120518, 83.8
20120526, 28.4
20120527, 5.8
20120528, 10.5
20120529, 0.1
20120602, 8.6
20120609, 1.5
20120610, 26.8
20120611, 0.2
20120612, 2.8
20120613, 22.5
20120616, 60.3
20120617, 24.6
20120618, 17.7
20120619, 1.4
20120621, 31.2
20120622, 16
20120624, 4.9
20120625, 0.2
20120626, 0.8
20120629, 3.9
20120630, 38.1
20120701, 4.3
20120705, 22
20120706, 0.8
20120707, 2.7
20120708, 0.4
20120712, 1.3
20120713, 9
20120714, 7
20120715, 2.1
20120716, 18.4
20120717, 1
20120718, 34.3
20120720, 4.2
20120721, 2.2
20120722, 1
20120723, 112
20120724, 99.5
20120725, 82.3
20120726, 28.1
20120727, 25.7
20120801, 0.2
20120804, 0.4
20120805, 6.8
20120806, 2.8
20120811, 64.7
20120812, 12.4
20120813, 9.5
20120814, 1.9
20120818, 0.1
20120822, 5.1
20120829, 2.4
20120831, 20.4
20120902, 6.7
20120904, 7.6
20120905, 0.5
20120906, 2.3
20120907, 4.7
20120908, 8
20120913, 0.7
20120920, 1.8
20120921, 1.2
20120922, 23
20120923, 0.9
20120924, 121.5
20120925, 22.6
20120926, 0.4
20121005, 0.1
20121026, 0.7
20121027, 0.8
20121029, 0.4
20121030, 33.3
20121031, 11.1
20121108, 1.9
20121111, 0.3
20121117, 3
20121118, 0.1
20121120, 0.3
20121121, 3
20121122, 0.4
20121123, 17.7
20121125, 11.5
20121126, 0.6
20121127, 19.5
20121128, 1.1
20121129, 2.6
20121130, 1.9
20121201, 0.3
20121202, 3.2
20121203, 10.9
20121204, 8.7
20121205, 6.5
20121208, 0.9
20121219, 1.1
20121229, 22.1
20130126, 2.8
20130127, 0.6
20130208, 0.2
20130215, 0.5
20130216, 0.1
20130226, 0.2
20130228, 0.5
20130301, 0.1
20130302, 0.8
20130312, 0.2
20130319, 18.2
20130321, 0.8
20130324, 1.1
20130325, 0.9
20130326, 13.6
20130327, 1.5
20130328, 31.4
20130329, 2.7
20130331, 1
20130401, 0.1
20130402, 13.3
20130403, 9.2
20130404, 0.5
20130405, 34.7
20130406, 36.8
20130409, 25.1
20130410, 14.1
20130411, 13.8
20130412, 2.1
20130416, 0.4
20130417, 15.6
20130418, 8.2
20130419, 8.9
20130421, 0.3
20130422, 1
20130423, 0.5
20130425, 30.3
20130426, 2.9
20130430, 23.8
20130501, 1.2
20130502, 0.9
20130508, 29.7
20130509, 31.3
20130510, 23.4
20130511, 0.1
20130512, 1.4
20130513, 0.2
20130516, 5.4
20130517, 13.9
20130518, 21
20130519, 0.1
20130520, 26
20130521, 26.3
20130522, 230.8
20130525, 52
20130526, 11.3
20130527, 0.1
20130529, 0.4
20130604, 20.2
20130605, 2.4
20130606, 13.6
20130607, 0.2
20130608, 10.6
20130609, 15.7
20130610, 12.6
20130611, 168.9
20130612, 1.1
20130613, 1.4
20130614, 30.8
20130615, 62
20130616, 5.4
20130617, 6.5
20130621, 0.8
20130622, 15.2
20130623, 12.1
20130624, 57
20130625, 0.7
20130627, 1.2
20130628, 0.2
20130701, 29.5
20130706, 4.6
20130707, 40.7
20130708, 0.3
20130711, 0.3
20130714, 41.4
20130715, 44.9
20130716, 7
20130717, 29.5
20130718, 0.5
20130719, 23
20130720, 3.5
20130721, 0.4
20130722, 8.2
20130723, 12.3
20130724, 26.8
20130725, 57.7
20130726, 65.4
20130727, 14.8
20130728, 10.8
20130731, 0.5
20130801, 4.5
20130802, 72.4
20130803, 13.3
20130807, 0.5
20130808, 1.3
20130813, 48.4
20130814, 59.4
20130815, 0.7
20130816, 5.3
20130817, 35.6
20130818, 3.7
20130819, 30.6
20130821, 0.2
20130822, 20.1
20130823, 26
20130824, 51.6
20130825, 7.3
20130830, 29.5
20130831, 35
20130901, 1
20130902, 40.6
20130903, 5
20130904, 88.9
20130905, 197.7
20130906, 0.3
20130913, 0.2
20130915, 15.2
20130916, 0.8
20130923, 56.9
20130924, 1.3
20130926, 0.1
20130927, 0.1
20130928, 2.6
20130929, 2.9
20130930, 10
20131010, 2.8
20131021, 0.1
20131103, 0.4
20131104, 12.2
20131105, 3.6
20131110, 7.6
20131113, 3.9
20131121, 0.5
20131122, 0.7
20131124, 15.2
20131127, 0.5
20131128, 5.1
20131214, 13
20131215, 22.7
20131216, 24.8
20131217, 27.8
20140209, 13.1
20140210, 0.3
20140212, 0.4
20140213, 21.4
20140222, 0.2
20140302, 0.6
20140304, 0.1
20140305, 0.1
20140307, 0.1
20140308, 0.9
20140311, 0.3
20140312, 0.1
20140313, 0.3
20140329, 19
20140330, 103.1
20140331, 82.6
20140401, 8
20140402, 24.4
20140403, 42.3
20140406, 9.3
20140408, 27.5
20140421, 0.6
20140423, 13.3
20140424, 1.5
20140425, 1.7
20140426, 2.7
20140430, 0.7
20140501, 2.8
20140503, 0.2
20140504, 7.3
20140505, 26.6
20140506, 1
20140507, 3.2
20140509, 89.1
20140510, 12.5
20140511, 164.5
20140512, 40.9
20140513, 57.5
20140514, 2
20140515, 2.8
20140516, 18.8
20140517, 10.7
20140518, 1.2
20140519, 0.7
20140520, 53.2
20140521, 47.1
20140523, 33.1
20140525, 3.6
20140530, 2.2
20140601, 3.7
20140605, 0.2
20140606, 17.2
20140607, 7.6
20140608, 57.6
20140615, 9.9
20140616, 3.8
20140617, 1.1
20140618, 6
20140619, 10.5
20140620, 29.2
20140621, 47.6
20140622, 114.9
20140623, 41.5
20140624, 45.9
20140626, 0.1
20140629, 20.4
20140630, 0.9
20140701, 13.9
20140703, 0.1
20140705, 1.5
20140706, 14.8
20140707, 5.5
20140710, 16.9
20140711, 23.3
20140712, 5.8
20140713, 2.9
20140714, 22.6
20140715, 0.2
20140717, 34.5
20140718, 19.5
20140719, 6.5
20140720, 11.1
20140724, 7.3
20140725, 6.2
20140726, 6.7
20140727, 25.5
20140801, 5.9
20140802, 10.7
20140803, 39.3
20140804, 12
20140805, 21.1
20140806, 36.5
20140807, 14.5
20140810, 5.1
20140812, 102.9
20140813, 166.1
20140814, 0.5
20140819, 42.1
20140821, 0.1
20140827, 0.7
20140828, 0.3
20140831, 1.6
20140901, 2.2
20140904, 6.7
20140907, 0.6
20140908, 3
20140912, 32.1
20140913, 6.2
20140914, 0.5
20140915, 17.6
20140916, 51.6
20140919, 0.3
20140926, 0.7
20141001, 26.7
20141003, 23.7
20141004, 2.6
20141005, 0.1
20141022, 56.4
20141023, 0.2
20141106, 0.1
20141107, 11.8
20141108, 18
20141115, 0.4
20141127, 0.4
20141130, 0.2
20141201, 3.1
20141202, 4.5
20141203, 1.7
20141204, 5.4
20141205, 0.5
20141207, 0.1
20141208, 0.1
20141210, 2.1
20141218, 0.1
20141219, 14.3
20141220, 0.2
20141225, 6.7
20141226, 2.2
20141227, 0.5
20141228, 3.2
